site,treatment,plot,tree,year,Earlywood_Radius_mm,Earlywood_cumulative_radius_mm,Earlywood_BAI_mmsq,Earlywood_cumulative_BAI,Earlywood_cumularive_BAI_ha_m2,Latewood_radius_mm,Latewood_cumulative_radius,Latewood_BAI,Latewood_cumulative_BAI,Latewood_cumulative_BAI_ha_m2,Totalwood_radius_mm,Totalwood_cumulative_radius_mm,Totalwood_BAI,Totalwood_cumulative_BAI,Totalwood_cumulative_BAI_ha_m2
Whitmore,herbicide,12,15,1993,0.4615,3.135,0.668764265,30.8606265,51845.85252,0.2175,1.5575,0.148541625,7.617031625,12796.61313,0.826,3.889,2.14234664,47.49036794,79783.81814
Whitmore,herbicide,12,15,1994,0.566,3.701,1.00591784,43.00983914,72256.52976,0.155,1.7125,0.0754385,9.208540625,15470.34825,0.6575,4.5465,1.357441625,64.90587947,109041.8775
Whitmore,herbicide,12,15,1995,0.509,4.21,0.81351434,55.653674,93498.17232,0.232,1.9445,0.16900736,11.87259199,19945.95454,0.7835,5.33,1.927558865,89.203946,149862.6293
Whitmore,herbicide,12,15,1996,0.868,5.078,2.36575136,80.96830376,136026.7503,0.2475,2.192,0.192344625,15.08727296,25346.61857,0.7635,6.0935,1.830407265,116.5905307,195872.0916
Whitmore,herbicide,12,15,1997,0.613,5.691,1.17991466,101.6966903,170850.4397,0.118,2.31,0.04372136,16.755354,28148.99472,1.1,7.1935,3.7994,162.4838287,272972.8322
Whitmore,herbicide,12,15,1998,0.435,6.126,0.5941665,117.8375306,197967.0514,0.205,2.515,0.1319585,19.8612065,33366.82692,0.86,8.0535,2.322344,203.6568275,342143.4702
Whitmore,herbicide,12,15,1999,0.429,6.555,0.57788874,134.9195985,226664.9255,0.1615,2.6765,0.081898265,22.49386807,37789.69836,0.553,8.6065,0.96024026,232.5855847,390743.7823
Whitmore,herbicide,12,15,2000,0.3285,6.8835,0.338844465,148.7812769,249952.5452,0.1465,2.823,0.067391465,25.02369306,42039.80434,0.634,9.2405,1.26214184,268.1146784,450432.6597
Whitmore,herbicide,12,15,2001,0.3095,7.193,0.300781385,162.4612419,272934.8864,0.0405,2.8635,0.005150385,25.74684527,43254.70005,0.4895,9.73,0.752376185,297.272906,499418.4821
Whitmore,herbicide,12,15,2002,0.189,7.382,0.11216394,171.1109214,287466.348,0.0635,2.927,0.012661265,26.90141306,45194.37394,0.456,10.186,0.65291904,325.7894314,547326.2448
Whitmore,herbicide,12,15,2003,0.259,7.641,0.21063434,183.3285263,307991.9242,0.0875,3.0145,0.024040625,28.53384019,47936.85152,0.2295,10.4155,0.165384585,340.6354904,572267.6239
Whitmore,herbicide,12,15,2004,0.212,7.853,0.14112416,193.6425723,325319.5215,0.044,3.0585,0.00607904,29.37288587,49346.44826,0.3225,10.738,0.326579625,362.0565822,608255.0581
Whitmore,herbicide,12,15,2005,0.17,8.023,0.090746,202.1171811,339556.8642,0.0665,3.125,0.013885865,30.6640625,51515.625,0.299,11.037,0.28071914,382.5002587,642600.4346
Whitmore,herbicide,12,15,2006,0.16,8.183,0.080384,210.2590755,353235.2468,0.091,3.216,0.02600234,32.47593984,54559.57893,0.214,11.251,0.14379944,397.4769031,667761.1972
Whitmore,herbicide,12,15,2007,0.197,8.38,0.12186026,220.504616,370447.7549,0,3.216,0,32.47593984,54559.57893,0.226,11.477,0.16037864,413.6056011,694857.4098
Whitmore,herbicide,12,17,1987,0.1945,0.1945,0.118786985,0.118786985,199.5621348,0.1165,0.1165,0.042616865,0.042616865,71.5963332,0,0,0,0,0
Whitmore,herbicide,12,17,1988,0.255,0.4495,0.2041785,0.634437785,1065.855479,0.0855,0.202,0.022954185,0.12812456,215.2492608,0.2915,0.2915,0.266812865,0.266812865,448.2456132
Whitmore,herbicide,12,17,1989,0.313,0.7625,0.30762266,1.825615625,3067.03425,0.1275,0.3295,0.051044625,0.340910585,572.7297828,0.3715,0.663,0.433358465,1.38024666,2318.814389
Whitmore,herbicide,12,17,1990,0.423,1.1855,0.56183706,4.412988185,7413.820151,0.097,0.4265,0.02954426,0.571173065,959.5707492,0.3985,1.0615,0.498639065,3.538096265,5944.001725
Whitmore,herbicide,12,17,1991,0.587,1.7725,1.08194666,9.865114625,16573.39257,0.1275,0.554,0.051044625,0.96371624,1619.043283,0.5505,1.612,0.951577785,8.15942816,13707.83931
Whitmore,herbicide,12,17,1992,0.5685,2.341,1.014823665,17.20808234,28909.57833,0.2,0.754,0.1256,1.78514024,2999.035603,0.6835,2.2955,1.466920865,16.54566559,27796.71819
Whitmore,herbicide,12,17,1993,0.5035,2.8445,0.796028465,25.40630599,42682.59406,0.099,0.853,0.03077514,2.28469226,3838.282997,0.696,2.9915,1.52106624,28.10008687,47208.14594
Whitmore,herbicide,12,17,1994,0.565,3.4095,1.0023665,36.50152739,61322.56602,0.101,0.954,0.03203114,2.85776424,4801.043923,0.703,3.6945,1.55181626,42.85889699,72002.94694
Whitmore,herbicide,12,17,1995,0.43,3.8395,0.580586,46.28912719,77765.73368,0.152,1.106,0.07254656,3.84096104,6452.814547,0.6635,4.358,1.382329265,59.63539496,100187.4635
Whitmore,herbicide,12,17,1996,0.5475,4.387,0.941234625,60.43171466,101525.2806,0.1005,1.2065,0.031714785,4.570716665,7678.803997,0.5305,4.8885,0.883690985,75.03793727,126063.7346
Whitmore,herbicide,12,17,1997,0.3615,4.7485,0.410342265,70.80151207,118946.5403,0.1035,1.31,0.033636465,5.388554,9052.77072,0.699,5.5875,1.53420714,98.03129063,164692.5683
Whitmore,herbicide,12,17,1998,0.383,5.1315,0.46060346,82.68339767,138908.1081,0.098,1.408,0.03015656,6.22493696,10457.89409,0.4615,6.049,0.668764265,114.8938591,193021.6833
Whitmore,herbicide,12,17,1999,0.2655,5.397,0.221339385,91.46069226,153653.963,0.11,1.518,0.037994,7.23557736,12155.76996,0.4865,6.5355,0.743182265,134.1180672,225318.3529
Whitmore,herbicide,12,17,2000,0.2535,5.6505,0.201783465,100.2543918,168427.3782,0.0555,1.5735,0.009671985,7.774333065,13060.87955,0.3635,6.899,0.414895265,149.4520711,251079.4794
Whitmore,herbicide,12,17,2001,0.2055,5.856,0.132602985,107.679191,180901.0409,0.0395,1.613,0.004899185,8.16955466,13724.85183,0.3635,7.2625,0.414895265,165.6158656,278234.6542
Whitmore,herbicide,12,17,2002,0.1735,6.0295,0.094521065,114.1542926,191779.2116,0.041,1.654,0.00527834,8.59014824,14431.44904,0.261,7.5235,0.21389994,177.7335841,298592.4213
Whitmore,herbicide,12,17,2003,0.1785,6.208,0.100047465,121.013289,203302.3255,0.061,1.715,0.01168394,9.2354465,15515.55012,0.213,7.7365,0.14245866,187.9397773,315738.8259
Whitmore,herbicide,12,17,2004,0.143,6.351,0.06420986,126.6525311,212776.2522,0.0495,1.7645,0.007693785,9.776265185,16424.12551,0.2195,7.956,0.151285985,198.755519,333909.2719
Whitmore,herbicide,12,17,2005,0.13,6.481,0.053066,131.8905535,221576.1299,0.0535,1.818,0.008987465,10.37808936,17435.19012,0.203,8.159,0.12939626,209.0275423,351166.2711
Whitmore,herbicide,12,17,2006,0.173,6.654,0.09397706,139.0257482,233563.257,0.061,1.879,0.01168394,11.08621274,18624.8374,0.1795,8.3385,0.101171585,218.3260283,366787.7275
Whitmore,herbicide,12,17,2007,0.1855,6.8395,0.108048185,146.8853072,246767.3161,0,1.879,0,11.08621274,18624.8374,0.2265,8.565,0.161089065,230.3479665,386984.5837
Whitmore,herbicide,15,7,1987,0.121,0.121,0.04597274,0.04597274,77.2342032,0.0945,0.0945,0.028040985,0.028040985,47.1088548,0,0,0,0,0
Whitmore,herbicide,15,7,1988,0.3685,0.4895,0.426387665,0.752376185,1263.991991,0.115,0.2095,0.0415265,0.137815385,231.5298468,0.163,0.163,0.08342666,0.08342666,140.1567888
Whitmore,herbicide,15,7,1989,0.3745,0.864,0.440385785,2.34399744,3937.915699,0.1555,0.365,0.075925985,0.4183265,702.78852,0.463,0.626,0.67311866,1.23049064,2067.224275
Whitmore,herbicide,15,7,1990,0.6815,1.5455,1.458348665,7.500110585,12600.18578,0.113,0.478,0.04009466,0.71743976,1205.298797,0.489,1.115,0.75083994,3.9037265,6558.26052
Whitmore,herbicide,15,7,1991,0.8175,2.363,2.098481625,17.53303466,29455.49823,0.1705,0.6485,0.091280585,1.320534065,2218.497229,0.837,1.952,2.19978666,11.96435456,20100.11566
Whitmore,herbicide,15,7,1992,0.7785,3.1415,1.903035465,30.98872987,52061.06618,0.151,0.7995,0.07159514,2.007088785,3371.909159,0.9305,2.8825,2.718706985,26.08965163,43830.61474
Whitmore,herbicide,15,7,1993,0.7105,3.852,1.585104185,46.59101856,78272.91118,0.18,0.9795,0.101736,3.012579585,5061.133703,0.9485,3.831,2.824908065,46.08440154,77421.79459
Whitmore,herbicide,15,7,1994,0.723,4.575,1.64136906,65.7221625,110413.233,0.1315,1.111,0.054297665,3.87576794,6511.290139,0.8605,4.6915,2.325045185,69.11194087,116108.0607
Whitmore,herbicide,15,7,1995,0.711,5.286,1.58733594,87.73723944,147398.5623,0.144,1.255,0.06511104,4.9455785,8308.57188,0.903,5.5945,2.56038426,98.27707099,165105.4793
Whitmore,herbicide,15,7,1996,0.6275,5.9135,1.236394625,109.8041743,184471.0128,0.1415,1.3965,0.062869865,6.123666465,10287.75966,0.8425,6.437,2.228791625,130.1058027,218577.7485
Whitmore,herbicide,15,7,1997,0.417,6.3305,0.54601146,125.836223,211404.8546,0.138,1.5345,0.05979816,7.393727385,12421.46201,0.7715,7.2085,1.868966465,163.1621629,274112.4337
Whitmore,herbicide,15,7,1998,0.3605,6.691,0.408075185,140.5761703,236167.9661,0.1155,1.65,0.041888385,8.54865,14361.732,0.558,7.7665,0.97768296,189.4001599,318192.2686
Whitmore,herbicide,15,7,1999,0.261,6.952,0.21389994,151.7571546,254952.0197,0.072,1.722,0.01627776,9.31099176,15642.46616,0.4985,8.265,0.780297065,214.4941065,360350.0989
Whitmore,herbicide,15,7,2000,0.1675,7.1195,0.088096625,159.15806,267385.5408,0.0435,1.7655,0.005941665,9.787349385,16442.74697,0.3765,8.6415,0.445102065,234.4811399,393928.315
Whitmore,herbicide,15,7,2001,0.165,7.2845,0.0854865,166.6207724,279922.8976,0.024,1.7895,0.00180864,10.05525419,16892.82704,0.239,8.8805,0.17935994,247.6307,416019.576
Whitmore,herbicide,15,7,2002,0.1395,7.424,0.061105185,173.0635366,290746.7415,0.049,1.8385,0.00753914,10.61345827,17830.60989,0.208,9.0885,0.13584896,259.3666133,435735.9103
Whitmore,herbicide,15,7,2003,0.126,7.55,0.04985064,178.98785,300699.588,0.0495,1.888,0.007693785,11.19266816,18803.68251,0.1635,9.252,0.083939265,268.7824426,451554.5036
Whitmore,herbicide,15,7,2004,0.124,7.674,0.04828064,184.9154666,310657.9839,0.027,1.915,0.00228906,11.5150865,19345.34532,0.175,9.427,0.0961625,279.0465531,468798.2092
Whitmore,herbicide,15,7,2005,0.1075,7.7815,0.036286625,190.1324707,319422.5508,0.035,1.95,0.0038465,11.93985,20058.948,0.173,9.6,0.09397706,289.3824,486162.432
Whitmore,herbicide,15,7,2006,0.122,7.9035,0.04673576,196.1410805,329517.0152,0.035,1.985,0.0038465,12.3723065,20785.47492,0.134,9.734,0.05638184,297.5173738,499829.188
Whitmore,herbicide,15,7,2007,0.0845,7.988,0.022420385,200.3575722,336600.7213,0,1.985,0,12.3723065,20785.47492,0.157,9.891,0.07739786,307.1921063,516082.7386
Whitmore,herbicide,15,8,1987,0.445,0.445,0.6217985,0.6217985,1044.62148,0.148,0.148,0.06877856,0.06877856,115.5479808,0,0,0,0,0
Whitmore,herbicide,15,8,1988,0.432,0.877,0.58599936,2.41506506,4057.309301,0.179,0.327,0.10060874,0.33575706,564.0718608,0.2785,0.2785,0.243545465,0.243545465,409.1563812
Whitmore,herbicide,15,8,1989,0.818,1.695,2.10104936,9.0212985,15155.78148,0.1865,0.5135,0.109216265,0.827962265,1390.976605,0.627,0.9055,1.23442506,2.574580985,4325.296055
Whitmore,herbicide,15,8,1990,1.0035,2.6985,3.162018465,22.86517307,38413.49076,0.1435,0.657,0.064659665,1.35537786,2277.034805,0.7795,1.685,1.907927585,8.9151665,14977.47972
Whitmore,herbicide,15,8,1991,1.0265,3.725,3.308625065,43.5694625,73196.697,0.1435,0.8005,0.064659665,2.012112785,3380.349479,1.0435,2.7285,3.419121665,23.37639647,39272.34607
Whitmore,herbicide,15,8,1992,0.7895,4.5145,1.957194185,63.99543019,107512.3227,0.1185,0.919,0.044092665,2.65192154,4455.228187,1.1425,3.871,4.098661625,47.05177274,79046.9782
Whitmore,herbicide,15,8,1993,0.8475,5.362,2.255324625,90.27827816,151667.5073,0.124,1.043,0.04828064,3.41584586,5738.621045,1.127,4.998,3.98820506,78.43721256,131774.5171
Whitmore,herbicide,15,8,1994,0.6145,5.9765,1.185696185,112.1562541,188422.5069,0.1045,1.1475,0.034289585,4.134614625,6946.15257,0.9495,5.9475,2.830867785,111.0704546,186598.3637
Whitmore,herbicide,15,8,1995,0.6905,6.667,1.497121385,139.5695115,234476.7793,0.1415,1.289,0.062869865,5.21717594,8764.855579,0.816,6.7635,2.09078784,143.6390873,241313.6667
Whitmore,herbicide,15,8,1996,0.5725,7.2395,1.029154625,164.5685312,276475.1324,0.115,1.404,0.0415265,6.18961824,10398.55864,0.7705,7.534,1.864124585,178.2300298,299426.4501
Whitmore,herbicide,15,8,1997,0.616,7.8555,1.19149184,193.765884,325526.6851,0.078,1.482,0.01910376,6.89645736,11586.04836,0.758,8.292,1.80413096,215.897809,362708.3191
Whitmore,herbicide,15,8,1998,0.429,8.2845,0.57788874,215.5074324,362052.4864,0.0955,1.5775,0.028637585,7.813909625,13127.36817,0.6195,8.9115,1.205069985,249.3625733,418929.1231
Whitmore,herbicide,15,8,1999,0.33,8.6145,0.341946,233.0181762,391470.536,0.104,1.6815,0.03396224,8.878168665,14915.32336,0.6315,9.543,1.252207665,285.9561859,480406.3923
Whitmore,herbicide,15,8,2000,0.2665,8.881,0.223009865,247.6585855,416066.4236,0.0565,1.738,0.010023665,9.48482216,15934.50123,0.5145,10.0575,0.831190185,317.6213816,533603.9211
Whitmore,herbicide,15,8,2001,0.222,9.103,0.15475176,260.1948723,437127.3855,0.0545,1.7925,0.009326585,10.08899663,16949.51434,0.408,10.4655,0.52269696,343.9138074,577775.1964
Whitmore,herbicide,15,8,2002,0.3095,9.4125,0.300781385,278.1887906,467357.1682,0.0545,1.847,0.009326585,10.71182426,17995.86476,0.2845,10.75,0.254152385,362.86625,609615.3
Whitmore,herbicide,15,8,2003,0.204,9.6165,0.13067424,290.3780069,487835.0516,0.071,1.918,0.01582874,11.55119336,19406.00484,0.326,11.076,0.33370664,385.2082166,647149.8039
Whitmore,herbicide,15,8,2004,0.1845,9.801,0.106886385,301.6271471,506733.6071,0.051,1.969,0.00816714,12.17365754,20451.74467,0.3175,11.3935,0.316531625,407.6091847,684783.4303
Whitmore,herbicide,15,8,2005,0.2245,10.0255,0.158256785,315.6034418,530213.7822,0.0385,2.0075,0.004654265,12.65437663,21259.35274,0.239,11.6325,0.17935994,424.8892766,713813.9847
Whitmore,herbicide,15,8,2006,0.1875,10.213,0.110390625,327.5188587,550231.6826,0.0355,2.043,0.003957185,13.10588586,22017.88824,0.253,11.8855,0.20098826,443.5724462,745201.7096
Whitmore,herbicide,15,8,2007,0.0105,10.2235,0.000346185,328.1926501,551363.6522,0,2.043,0,13.10588586,22017.88824,0.231,12.1165,0.16755354,460.9820569,774449.8556
Whitmore,herbicide,15,9,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,15,9,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,15,9,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,15,9,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,15,9,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,15,9,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,15,9,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,15,9,1994,0.1025,0.1025,0.032989625,0.032989625,55.42257,0.02,0.02,0.001256,0.001256,2.11008,0,0,0,0,0
Whitmore,herbicide,15,9,1995,0.257,0.3595,0.20739386,0.405814385,681.7681668,0.096,0.116,0.02893824,0.04225184,70.9830912,0.1225,0.1225,0.047119625,0.047119625,79.16097
Whitmore,herbicide,15,9,1996,0.323,0.6825,0.32759306,1.462631625,2457.22113,0.1245,0.2405,0.048670785,0.181618385,305.1188868,0.353,0.4755,0.39127226,0.709954785,1192.724039
Whitmore,herbicide,15,9,1997,0.3495,1.032,0.383551785,3.34417536,5618.214605,0.1125,0.353,0.039740625,0.39127226,657.3373968,0.4475,0.923,0.628804625,2.67505706,4494.095861
Whitmore,herbicide,15,9,1998,0.3685,1.4005,0.426387665,6.158796785,10346.7786,0.087,0.44,0.02376666,0.607904,1021.27872,0.462,1.385,0.67021416,6.0232265,10119.02052
Whitmore,herbicide,15,9,1999,0.286,1.6865,0.25683944,8.931046265,15004.15773,0.082,0.522,0.02111336,0.85559976,1437.407597,0.4555,1.8405,0.651487985,10.63656239,17869.42482
Whitmore,herbicide,15,9,2000,0.2655,1.952,0.221339385,11.96435456,20100.11566,0.037,0.559,0.00429866,0.98119034,1648.399771,0.368,2.2085,0.42523136,15.31526287,25729.64162
Whitmore,herbicide,15,9,2001,0.245,2.197,0.1884785,15.15618026,25462.38284,0.036,0.595,0.00406944,1.1116385,1867.55268,0.302,2.5105,0.28638056,19.79019619,33247.5296
Whitmore,herbicide,15,9,2002,0.1785,2.3755,0.100047465,17.71902079,29767.95493,0.0425,0.6375,0.005671625,1.276115625,2143.87425,0.281,2.7915,0.24793754,24.46836287,41106.84962
Whitmore,herbicide,15,9,2003,0.1305,2.506,0.053474985,19.71931304,33128.44591,0.0265,0.664,0.002205065,1.38441344,2325.814579,0.2205,3.012,0.152667585,28.48653216,47857.37403
Whitmore,herbicide,15,9,2004,0.099,2.605,0.03077514,21.3081185,35797.63908,0.0325,0.6965,0.003316625,1.523252465,2559.064141,0.157,3.169,0.07739786,31.53364154,52976.51779
Whitmore,herbicide,15,9,2005,0.057,2.662,0.01020186,22.25080616,37381.35435,0.0195,0.716,0.001193985,1.60973984,2704.362931,0.1315,3.3005,0.054297665,34.20496279,57464.33749
Whitmore,herbicide,15,9,2006,0.0305,2.6925,0.002920985,22.76360663,38242.85914,0.014,0.73,0.00061544,1.673306,2811.15408,0.076,3.3765,0.01813664,35.79836207,60141.24828
Whitmore,herbicide,15,9,2007,0.02,2.7125,0.001256,23.10304063,38813.10826,0,0.73,0,1.673306,2811.15408,0.0445,3.421,0.006217985,36.74817674,61736.93692
Whitmore,herbicide,17,11,1987,0.4835,0.4835,0.734044865,0.734044865,1233.195373,0.0675,0.0675,0.014306625,0.014306625,24.03513,0,0,0,0,0
Whitmore,herbicide,17,11,1988,0.3085,0.792,0.298840865,1.96960896,3308.943053,0.137,0.2045,0.05893466,0.131315585,220.6101828,0.5505,0.5505,0.951577785,0.951577785,1598.650679
Whitmore,herbicide,17,11,1989,0.4855,1.2775,0.740130185,5.124499625,8609.15937,0.1255,0.33,0.049455785,0.341946,574.46928,0.4455,0.996,0.623196585,3.11493024,5233.082803
Whitmore,herbicide,17,11,1990,0.5955,1.873,1.113507585,11.01552506,18506.0821,0.113,0.443,0.04009466,0.61622186,1035.252725,0.6105,1.6065,1.170310185,8.103844665,13614.45904
Whitmore,herbicide,17,11,1991,0.505,2.378,0.8007785,17.75633576,29830.64408,0.2275,0.6705,0.162514625,1.411650585,2371.572983,0.7085,2.315,1.576192865,16.8279665,28270.98372
Whitmore,herbicide,17,11,1992,0.4455,2.8235,0.623196585,25.03255807,42054.69756,0.2745,0.945,0.236599785,2.8040985,4710.88548,0.732,3.047,1.68248736,29.15241626,48976.05932
Whitmore,herbicide,17,11,1993,0.595,3.4185,1.1116385,36.69448667,61646.73761,0.1925,1.1375,0.116356625,4.062865625,6825.61425,0.7195,3.7665,1.625515985,44.54567987,74836.74218
Whitmore,herbicide,17,11,1994,0.5295,3.948,0.880362585,48.94225056,82222.98094,0.2295,1.367,0.165384585,5.86768346,9857.708213,0.787,4.5535,1.94481866,65.10589747,109377.9077
Whitmore,herbicide,17,11,1995,0.55,4.498,0.94985,63.52849256,106727.8675,0.197,1.564,0.12186026,7.68074144,12903.64562,0.7585,5.312,1.806511865,88.60246016,148852.1331
Whitmore,herbicide,17,11,1996,0.44,4.938,0.607904,76.56527016,128629.6539,0.164,1.728,0.08445344,9.37598976,15751.6628,0.747,6.059,1.75214826,115.2740503,193660.4045
Whitmore,herbicide,17,11,1997,0.44,5.378,0.607904,90.81785576,152573.9977,0.2135,1.9415,0.143128265,11.83598587,19884.45626,0.6035,6.6625,1.143626465,139.3811656,234160.3582
Whitmore,herbicide,17,11,1998,0.5345,5.9125,0.897067385,109.7670406,184408.6282,0.1645,2.106,0.084969185,13.92664104,23396.75695,0.653,7.3155,1.33892426,168.0419364,282310.4532
Whitmore,herbicide,17,11,1999,0.3295,6.242,0.340910585,122.342451,205535.3177,0.343,2.449,0.36941786,18.83246714,31638.5448,0.6985,8.014,1.532013065,201.6639754,338795.4787
Whitmore,herbicide,17,11,2000,0.377,6.619,0.44628506,137.5670455,231112.6364,0.1815,2.6305,0.103438665,21.72732499,36501.90598,0.6725,8.6865,1.420084625,236.9295863,398041.705
Whitmore,herbicide,17,11,2001,0.2185,6.8375,0.149910665,146.7994156,246623.0182,0.092,2.7225,0.02657696,23.27369963,39099.81538,0.558,9.2445,0.97768296,268.34685,450822.708
Whitmore,herbicide,17,11,2002,0.2555,7.093,0.204979985,157.9754379,265398.7357,0.072,2.7945,0.01627776,24.52098299,41195.25142,0.31,9.5545,0.301754,286.6457966,481564.9383
Whitmore,herbicide,17,11,2003,0.3115,7.4045,0.304681265,172.1555876,289221.3872,0.0875,2.882,0.024040625,26.08060136,43815.41028,0.3275,9.882,0.336784625,306.6333214,515143.98
Whitmore,herbicide,17,11,2004,0.2295,7.634,0.165384585,182.9927818,307427.8734,0.088,2.97,0.02431616,27.697626,46532.01168,0.399,10.281,0.49989114,331.8947375,557583.159
Whitmore,herbicide,17,11,2005,0.28,7.914,0.246176,196.6625834,330393.1401,0.063,3.033,0.01246266,28.88513946,48527.03429,0.3175,10.5985,0.316531625,352.7105551,592553.7326
Whitmore,herbicide,17,11,2006,0.182,8.096,0.10400936,205.8119782,345764.1234,0.0655,3.0985,0.013471385,30.14620507,50645.62452,0.3425,10.941,0.368341625,375.8752103,631470.3533
Whitmore,herbicide,17,11,2007,0.022,8.118,0.00151976,206.9320414,347645.8296,0,3.0985,0,30.14620507,50645.62452,0.2475,11.1885,0.192344625,393.0731513,660362.8942
Whitmore,herbicide,17,18,1987,0.157,0.157,0.07739786,0.07739786,130.0284048,0.081,0.081,0.02060154,0.02060154,34.6105872,0,0,0,0,0
Whitmore,herbicide,17,18,1988,0.0955,0.2525,0.028637585,0.200194625,336.32697,0.0545,0.1355,0.009326585,0.057651185,96.8539908,0.2065,0.2065,0.133896665,0.133896665,224.9463972
Whitmore,herbicide,17,18,1989,0.188,0.4405,0.11098016,0.609286385,1023.601127,0.107,0.2425,0.03594986,0.184651625,310.21473,0.176,0.3825,0.09726464,0.459401625,771.79473
Whitmore,herbicide,17,18,1990,0.2915,0.732,0.266812865,1.68248736,2826.578765,0.0875,0.33,0.024040625,0.341946,574.46928,0.2425,0.625,0.184651625,1.2265625,2060.625
Whitmore,herbicide,17,18,1991,0.4835,1.2155,0.734044865,4.639162385,7793.792807,0.171,0.501,0.09181674,0.78814314,1324.080475,0.3985,1.0235,0.498639065,3.289314065,5526.047629
Whitmore,herbicide,17,18,1992,0.459,1.6745,0.66153834,8.804403785,14791.39836,0.161,0.662,0.08139194,1.37608616,2311.824749,0.571,1.5945,1.02376874,7.983230985,13411.82805
Whitmore,herbicide,17,18,1993,0.514,2.1885,0.82957544,15.03913127,25265.74053,0.1375,0.7995,0.059365625,2.007088785,3371.909159,0.63,2.2245,1.246266,15.53797679,26103.80101
Whitmore,herbicide,17,18,1994,0.5195,2.708,0.847423985,23.02644896,38684.43425,0.06,0.8595,0.011304,2.319644385,3897.002567,0.6745,2.899,1.428543785,26.38919114,44333.84112
Whitmore,herbicide,17,18,1995,0.536,3.244,0.90210944,33.04390304,55513.75711,0.116,0.9755,0.04225184,2.988024785,5019.881639,0.656,3.555,1.35125504,39.6833985,66668.10948
Whitmore,herbicide,17,18,1996,0.4315,3.6755,0.584643665,42.41920279,71264.26069,0.129,1.1045,0.05225274,3.830549585,6435.323303,0.5955,4.1505,1.113507585,54.09168179,90874.02541
Whitmore,herbicide,17,18,1997,0.436,4.1115,0.59690144,53.07991727,89174.26101,0.128,1.2325,0.05144576,4.769836625,8013.32553,0.547,4.6975,0.93951626,69.28882963,116405.2338
Whitmore,herbicide,17,18,1998,0.388,4.4995,0.47270816,63.57087079,106799.0629,0.121,1.3535,0.04597274,5.752361465,9663.967261,0.565,5.2625,1.0023665,86.95886563,146090.8943
Whitmore,herbicide,17,18,1999,0.3535,4.853,0.392381465,73.95205226,124239.4478,0.1305,1.484,0.053474985,6.91508384,11617.34085,0.515,5.7775,0.8328065,104.8116496,176083.5713
Whitmore,herbicide,17,18,2000,0.2855,5.1385,0.255942185,82.90913227,139287.3422,0.0825,1.5665,0.021371625,7.705315865,12944.93065,0.4745,6.252,0.706971785,122.7347626,206194.4012
Whitmore,herbicide,17,18,2001,0.231,5.3695,0.16755354,90.53100499,152092.0884,0.0335,1.6,0.003523865,8.0384,13504.512,0.416,6.668,0.54339584,139.6113834,234547.1241
Whitmore,herbicide,17,18,2002,0.178,5.5475,0.09948776,96.63273463,162342.9942,0.069,1.669,0.01494954,8.74666154,14694.39139,0.3135,6.9815,0.308606265,153.0478147,257120.3287
Whitmore,herbicide,17,18,2003,0.178,5.7255,0.09948776,102.9334398,172928.1789,0.0595,1.7285,0.011116385,9.381416465,15760.77966,0.211,7.1925,0.13979594,162.4386566,272896.9431
Whitmore,herbicide,17,18,2004,0.173,5.8985,0.09397706,109.2478291,183536.3529,0.0525,1.781,0.008654625,9.95995754,16732.72867,0.2465,7.439,0.190793465,173.7635839,291922.821
Whitmore,herbicide,17,18,2005,0.1325,6.031,0.055126625,114.2110975,191874.6438,0.045,1.826,0.0063585,10.46962664,17588.97276,0.2325,7.6715,0.169736625,184.7950045,310455.6076
Whitmore,herbicide,17,18,2006,0.1665,6.1975,0.087047865,120.6042796,202615.1897,0.0725,1.8985,0.016504625,11.31750907,19013.41524,0.1845,7.856,0.106886385,193.790551,325568.1257
Whitmore,herbicide,17,18,2007,0.1435,6.341,0.064659665,126.2540023,212106.7239,0,1.8985,0,11.31750907,19013.41524,0.2115,8.0675,0.140459265,204.3655066,343334.0511
Whitmore,herbicide,17,20,1987,0.5505,0.5505,0.951577785,0.951577785,1598.650679,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,17,20,1988,0.309,0.8595,0.29981034,2.319644385,3897.002567,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,17,20,1989,0.224,1.0835,0.15755264,3.686272865,6192.938413,0,0,0,0,0,0,0,0,0,0
Whitmore,herbicide,17,20,1990,0.2985,1.382,0.279781065,5.99716136,10075.23108,0.0625,0.0625,0.012265625,0.012265625,20.60625,0,0,0,0,0
Whitmore,herbicide,17,20,1991,0.2925,1.6745,0.268646625,8.804403785,14791.39836,0.061,0.1235,0.01168394,0.047892065,80.4586692,0.6125,0.6125,1.177990625,1.177990625,1979.02425
