site,treatment,plot,tree,year,Earlywood_Radius_mm,Earlywood_cumulative_radius_mm,Earlywood_BAI_mmsq,Earlywood_cumulative_BAI,Earlywood_cumularive_BAI_ha_m2,Latewood_radius_mm,Latewood_cumulative_radius,Latewood_BAI,Latewood_cumulative_BAI,Latewood_cumulative_BAI_ha_m2,Totalwood_radius_mm,Totalwood_cumulative_radius_mm,Totalwood_BAI,Totalwood_cumulative_BAI,Totalwood_cumulative_BAI_ha_m2
Elkhorn,fertilizer,14,3,1997,0.4755,3.499,0.709954785,38.44302314,64584.27888,0.1045,0.706,0.034289585,1.56508904,2629.349587,0.58,4.2025,1.056296,55.45555963,93165.34018
Elkhorn,fertilizer,14,3,1998,0.601,4.1,1.13417114,52.7834,88676.112,0.1005,0.8065,0.031714785,2.042388665,3431.212957,0.701,4.9035,1.54299914,75.49914047,126838.556
Elkhorn,fertilizer,14,3,1999,0.5655,4.6655,1.004141385,68.34803539,114824.6995,0.1125,0.919,0.039740625,2.65192154,4455.228187,0.678,5.5815,1.44340776,97.82086667,164339.056
Elkhorn,fertilizer,14,3,2000,0.3975,5.063,0.496139625,80.49066266,135224.3133,0.099,1.018,0.03077514,3.25405736,5466.816365,0.496,6.0775,0.77249024,115.9790596,194844.8201
Elkhorn,fertilizer,14,3,2001,0.43,5.493,0.580586,94.74337386,159168.8681,0.157,1.175,0.07739786,4.3351625,7283.073,0.587,6.6645,1.08194666,139.4648592,234300.9635
Elkhorn,fertilizer,14,3,2002,0.4075,5.9005,0.521416625,109.3219268,183660.837,0.107,1.282,0.03594986,5.16066536,8669.917805,0.5145,7.179,0.831190185,161.8294487,271873.4738
Elkhorn,fertilizer,14,3,2003,0.3645,6.265,0.417181185,123.2457065,207052.7869,0.118,1.4,0.04372136,6.1544,10339.392,0.482,7.661,0.72949736,184.2894919,309606.3464
Elkhorn,fertilizer,14,3,2004,0.287,6.552,0.25863866,134.7961306,226457.4994,0.0925,1.4925,0.026866625,6.994526625,11750.80473,0.379,8.04,0.45103274,202.974624,340997.3683
Elkhorn,fertilizer,14,3,2005,0.2755,6.8275,0.238326785,146.3703346,245902.1621,0.095,1.5875,0.0283385,7.913290625,13294.32825,0.357,8.397,0.40018986,221.4001723,371952.2895
Elkhorn,fertilizer,14,3,2006,0.1615,6.989,0.081898265,153.3768199,257673.0574,0.067,1.6545,0.01409546,8.595342585,14440.17554,0.2285,8.6255,0.163946465,233.6136458,392470.9249
Elkhorn,fertilizer,14,3,2007,0.133,7.122,0.05554346,159.2698558,267573.3577,0.0405,1.695,0.005150385,9.0212985,15155.78148,0.1735,8.799,0.094521065,243.1063391,408418.6497
Elkhorn,fertilizer,14,3,2008,0.076,7.198,0.01813664,162.6871806,273314.4634,0.0055,1.7005,9.50E-05,9.079938785,15254.29716,0.081,8.88,0.02060154,247.602816,415972.7309
Elkhorn,fertilizer,14,5,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhorn,fertilizer,14,5,1989,0.161,0.161,0.08139194,0.08139194,136.7384592,0.0335,0.0335,0.003523865,0.003523865,5.9200932,0.194,0.194,0.11817704,0.11817704,198.5374272
Elkhorn,fertilizer,14,5,1990,0.151,0.312,0.07159514,0.30566016,513.5090688,0.043,0.0765,0.00580586,0.018376065,30.8717892,0.1935,0.3875,0.117568665,0.471490625,792.10425
Elkhorn,fertilizer,14,5,1991,0.1815,0.4935,0.103438665,0.764722665,1284.734077,0.061,0.1375,0.01168394,0.059365625,99.73425,0.2425,0.63,0.184651625,1.246266,2093.72688
Elkhorn,fertilizer,14,5,1992,0.275,0.7685,0.2374625,1.854459665,3115.492237,0.0365,0.174,0.004183265,0.09506664,159.7119552,0.3115,0.9415,0.304681265,2.783365865,4676.054653
Elkhorn,fertilizer,14,5,1993,0.369,1.1375,0.42754554,4.062865625,6825.61425,0.049,0.223,0.00753914,0.15614906,262.3304208,0.418,1.3595,0.54863336,5.803474385,9749.836967
Elkhorn,fertilizer,14,5,1994,0.369,1.5065,0.42754554,7.126362665,11972.28928,0.043,0.266,0.00580586,0.22217384,373.2520512,0.4115,1.771,0.531703265,9.84842474,16545.35356
Elkhorn,fertilizer,14,5,1995,0.37,1.8765,0.429866,11.05673207,18575.30988,0.0495,0.3155,0.007693785,0.312556385,525.0947268,0.419,2.19,0.55126154,15.059754,25300.38672
Elkhorn,fertilizer,14,5,1996,0.421,2.2975,0.55653674,16.57450963,27845.17618,0.0895,0.405,0.025152185,0.5150385,865.26468,0.5105,2.7005,0.818316185,22.89907879,38470.45237
Elkhorn,fertilizer,14,5,1997,0.3995,2.697,0.501144785,22.83976026,38370.79724,0.0695,0.4745,0.015166985,0.706971785,1187.712599,0.4685,3.169,0.689205665,31.53364154,52976.51779
Elkhorn,fertilizer,14,5,1998,0.4305,3.1275,0.581936985,30.71314463,51598.08298,0.094,0.5685,0.02774504,1.014823665,1704.903757,0.5245,3.6935,0.863814785,42.83569867,71963.97377
Elkhorn,fertilizer,14,5,1999,0.385,3.5125,0.4654265,38.74024063,65083.60426,0.096,0.6645,0.02893824,1.386499185,2329.318631,0.481,4.1745,0.72647354,54.71905379,91928.01037
Elkhorn,fertilizer,14,5,2000,0.2565,3.769,0.206587665,44.60483354,74936.12035,0.0815,0.746,0.020856665,1.74746024,2935.733203,0.338,4.5125,0.35872616,63.93874063,107417.0843
Elkhorn,fertilizer,14,5,2001,0.2885,4.0575,0.261349265,51.69478163,86847.23314,0.062,0.808,0.01207016,2.04999296,3443.988173,0.3495,4.862,0.383551785,74.22659816,124700.6849
Elkhorn,fertilizer,14,5,2002,0.3005,4.358,0.283542785,59.63539496,100187.4635,0.07,0.878,0.015386,2.42057576,4066.567277,0.3705,5.2325,0.431028585,85.97023663,144429.9975
Elkhorn,fertilizer,14,5,2003,0.3715,4.7295,0.433358465,70.23605459,117996.5717,0.045,0.923,0.0063585,2.67505706,4494.095861,0.4155,5.648,0.542090385,100.1656986,168278.3736
Elkhorn,fertilizer,14,5,2004,0.271,5.0005,0.23060474,78.51570079,131906.3773,0.0665,0.9895,0.013885865,3.074406185,5165.002391,0.3375,5.9855,0.357665625,112.4943002,188990.4243
Elkhorn,fertilizer,14,5,2005,0.2155,5.216,0.145822385,85.42889984,143520.5517,0.059,1.0485,0.01093034,3.451966065,5799.302989,0.274,6.2595,0.23573864,123.0294084,206689.4061
Elkhorn,fertilizer,14,5,2006,0.0895,5.3055,0.025152185,88.38575699,148488.0717,0.0265,1.075,0.002205065,3.6286625,6096.153,0.1155,6.375,0.041888385,127.6115625,214387.425
Elkhorn,fertilizer,14,5,2007,0.103,5.4085,0.03331226,91.85087887,154309.4765,0.0325,1.1075,0.003316625,3.851386625,6470.32953,0.1355,6.5105,0.057651185,133.0939562,223597.8464
Elkhorn,fertilizer,14,5,2008,0.0335,5.442,0.003523865,92.99224296,156226.9682,0,1.1075,0,3.851386625,6470.32953,0.0135,6.524,0.000572265,133.6464886,224526.1008
Elkhorn,fertilizer,14,11,1988,0.164,0.164,0.08445344,0.08445344,141.8817792,0.04,0.04,0.005024,0.005024,8.44032,0.204,0.204,0.13067424,0.13067424,219.5327232
Elkhorn,fertilizer,14,11,1989,0.1695,0.3335,0.090212985,0.349237865,586.7196132,0.0545,0.0945,0.009326585,0.028040985,47.1088548,0.2235,0.4275,0.156850065,0.573854625,964.07577
Elkhorn,fertilizer,14,11,1990,0.205,0.5385,0.1319585,0.910544265,1529.714365,0.0405,0.135,0.005150385,0.0572265,96.14052,0.245,0.6725,0.1884785,1.420084625,2385.74217
Elkhorn,fertilizer,14,11,1991,0.2525,0.791,0.200194625,1.96463834,3300.592411,0.06,0.195,0.011304,0.1193985,200.58948,0.3125,0.985,0.306640625,3.0465065,5118.13092
Elkhorn,fertilizer,14,11,1992,0.3175,1.1085,0.316531625,3.858344865,6482.019373,0.0695,0.2645,0.015166985,0.219675185,369.0543108,0.386,1.371,0.46784744,5.90207274,9915.482203
Elkhorn,fertilizer,14,11,1993,0.3205,1.429,0.322541585,6.41200874,10772.17468,0.052,0.3165,0.00849056,0.314540865,528.4286532,0.372,1.743,0.43452576,9.53947386,16026.31608
Elkhorn,fertilizer,14,11,1994,0.4195,1.8485,0.552577985,10.72923007,18025.10652,0.1085,0.425,0.036964865,0.5671625,952.833,0.528,2.271,0.87538176,16.19436474,27206.53276
Elkhorn,fertilizer,14,11,1995,0.547,2.3955,0.93951626,18.01863959,30271.31451,0.0825,0.5075,0.021371625,0.808726625,1358.66073,0.6295,2.9005,1.244288585,26.41650679,44379.73141
Elkhorn,fertilizer,14,11,1996,0.5615,2.957,0.989986265,27.45568586,46125.55224,0.11,0.6175,0.037994,1.197301625,2011.46673,0.6715,3.572,1.415864465,40.06383776,67307.24744
Elkhorn,fertilizer,14,11,1997,0.576,3.533,1.04177664,39.19375946,65845.51589,0.101,0.7185,0.03203114,1.621000665,2723.281117,0.676,4.248,1.43490464,56.66288256,95193.6427
Elkhorn,fertilizer,14,11,1998,0.524,4.057,0.86216864,51.68204186,86825.83032,0.0825,0.801,0.021371625,2.01462714,3384.573595,0.6065,4.8545,1.155024665,73.99777459,124316.2613
Elkhorn,fertilizer,14,11,1999,0.6515,4.7085,1.332780065,69.61371287,116951.0376,0.135,0.936,0.0572265,2.75094144,4621.581619,0.7865,5.641,1.942348265,99.91756634,167861.5115
Elkhorn,fertilizer,14,11,2000,0.566,5.2745,1.00591784,87.35589979,146757.9116,0.2035,1.1395,0.130034465,4.077165185,6849.637511,0.7695,6.4105,1.859288985,129.0367622,216781.7605
Elkhorn,fertilizer,14,11,2001,0.475,5.7495,0.7084625,103.7981958,174380.9689,0.1,1.2395,0.0314,4.824171185,8104.607591,0.575,6.9855,1.0381625,153.2232402,257415.0435
Elkhorn,fertilizer,14,11,2002,0.387,6.1365,0.47027466,118.2418253,198646.2665,0.1375,1.377,0.059365625,5.95384506,10002.4597,0.5245,7.51,0.863814785,177.096314,297521.8075
Elkhorn,fertilizer,14,11,2003,0.5215,6.658,0.853961465,139.192947,233844.151,0.108,1.485,0.03662496,6.9244065,11633.00292,0.6295,8.1395,1.244288585,208.0295852,349489.7031
Elkhorn,fertilizer,14,11,2004,0.512,7.17,0.82313216,161.423946,271192.2293,0.1035,1.5885,0.033636465,7.923263265,13311.08229,0.6155,8.755,1.189558385,240.6810785,404344.2119
Elkhorn,fertilizer,14,11,2005,0.4975,7.6675,0.777169625,184.6023466,310131.9423,0.131,1.7195,0.05388554,9.283975985,15597.07965,0.628,9.383,1.23836576,276.4477635,464432.2427
Elkhorn,fertilizer,14,11,2006,0.3115,7.979,0.304681265,199.9063447,335842.6591,0.126,1.8455,0.04985064,10.69443259,17966.64675,0.4375,9.8205,0.601015625,302.8285716,508752.0003
Elkhorn,fertilizer,14,11,2007,0.2395,8.2185,0.180111185,212.0873507,356306.7492,0.0785,1.924,0.019349465,11.62357664,19527.60876,0.318,10.1385,0.31752936,322.7580323,542233.4943
Elkhorn,fertilizer,14,11,2008,0.199,8.4175,0.12434714,222.4825216,373770.6363,0.0395,1.9635,0.004899185,12.10574327,20337.64869,0.28,10.4185,0.246176,340.8317467,572597.3345
Elkhorn,herbicide,12,7,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhorn,herbicide,12,7,1989,0.2025,0.2025,0.128759625,0.128759625,216.31617,0.025,0.025,0.0019625,0.0019625,3.297,0.0845,0.0845,0.022420385,0.022420385,37.6662468
Elkhorn,herbicide,12,7,1990,0.6205,0.823,1.208963585,2.12681306,3573.045941,0.0585,0.0835,0.010745865,0.021892865,36.7800132,0.679,0.7635,1.44766874,1.830407265,3075.084205
Elkhorn,herbicide,12,7,1991,0.343,1.166,0.36941786,4.26900584,7171.929811,0.0905,0.174,0.025717385,0.09506664,159.7119552,0.433,1.1965,0.58871546,4.495262465,7552.040941
Elkhorn,herbicide,12,7,1992,0.2775,1.4435,0.241799625,6.542793665,10991.89336,0.1695,0.3435,0.090212985,0.370495665,622.4327172,0.4465,1.643,0.625997465,8.47626986,14240.13336
Elkhorn,herbicide,12,7,1993,0.315,1.7585,0.3115665,9.709891865,16312.61833,0.242,0.5855,0.18389096,1.076424185,1808.392631,0.556,2.199,0.97068704,15.18378714,25508.7624
Elkhorn,herbicide,12,7,1993,1.007,2.7655,3.18411386,24.01468939,40344.67818,0.136,0.7215,0.05807744,1.634565465,2746.069981,1.143,3.342,4.10224986,35.07054696,58918.51889
Elkhorn,herbicide,12,7,1994,0.7485,3.514,1.759192065,38.77333544,65139.20354,0.151,0.8725,0.07159514,2.390344625,4015.77897,0.8995,4.2415,2.540574785,56.48961187,94902.54794
Elkhorn,herbicide,12,7,1995,0.5395,4.0535,0.913929185,51.59290747,86676.08455,0.1295,1.002,0.052658585,3.15257256,5296.321901,0.6685,4.91,1.403241665,75.699434,127175.0491
Elkhorn,herbicide,12,7,1996,0.4705,4.524,0.695102585,64.26504864,107965.2817,0.141,1.143,0.06242634,4.10224986,6891.779765,0.6115,5.5215,1.174147265,95.72906147,160824.8233
Elkhorn,herbicide,12,7,1997,0.5375,5.0615,0.907165625,80.44297627,135144.2001,0.1815,1.3245,0.103438665,5.508502785,9254.284679,0.719,6.2405,1.62325754,122.2836584,205436.5461
Elkhorn,herbicide,12,7,1998,0.3475,5.409,0.379174625,91.86786234,154338.0087,0.1675,1.492,0.088096625,6.98984096,11742.93281,0.5145,6.755,0.831190185,143.2782785,240707.5079
Elkhorn,herbicide,12,7,1999,0.3765,5.7855,0.445102065,105.1021122,176571.5485,0.1825,1.6745,0.104581625,8.804403785,14791.39836,0.559,7.314,0.98119034,167.9730314,282194.6928
Elkhorn,herbicide,12,7,2000,0.2545,6.04,0.203378585,114.552224,192447.7363,0.1635,1.838,0.083939265,10.60768616,17820.91275,0.418,7.732,0.54863336,187.7212074,315371.6284
Elkhorn,herbicide,12,7,2001,0.274,6.314,0.23573864,125.1811114,210304.2672,0.191,2.029,0.11455034,12.92688074,21717.15964,0.4645,8.1965,0.677487185,210.9534025,354401.7162
Elkhorn,herbicide,12,7,2002,0.2385,6.5525,0.178610265,134.8167046,226492.0637,0.156,2.185,0.07641504,14.9910665,25184.99172,0.394,8.5905,0.48744104,231.7216074,389292.3004
Elkhorn,herbicide,12,7,2003,0.2365,6.789,0.175627265,144.7242359,243136.7163,0.068,2.253,0.01451936,15.93866826,26776.96268,0.304,8.8945,0.29018624,248.412089,417332.3095
Elkhorn,herbicide,12,7,2004,0.208,6.997,0.13584896,153.7281483,258263.2891,0.1005,2.3535,0.031714785,17.39234147,29219.13367,0.308,9.2025,0.29787296,265.9140596,446735.6201
Elkhorn,herbicide,12,7,2005,0.181,7.178,0.10286954,161.7843678,271797.7379,0.0595,2.413,0.011116385,18.28286666,30715.21599,0.24,9.4425,0.180864,279.9649316,470341.0851
Elkhorn,herbicide,12,7,2006,0.1115,7.2895,0.039037265,166.8495842,280307.3015,0.0705,2.4835,0.015606585,19.36680487,32536.23218,0.182,9.6245,0.10400936,290.8613408,488647.0525
Elkhorn,herbicide,12,7,2007,0.1415,7.431,0.062869865,173.3900495,291295.2832,0.0565,2.54,0.010023665,20.258024,34033.48032,0.198,9.8225,0.12310056,302.9519296,508959.2417
Elkhorn,herbicide,12,7,2008,0.088,7.519,0.02431616,177.5210335,298235.3363,0,2.54,0,20.258024,34033.48032,0.088,9.9105,0.02431616,308.4045522,518119.6477
Elkhorn,herbicide,12,15,1988,0.142,0.142,0.06331496,0.06331496,106.3691328,0.021,0.021,0.00138474,0.00138474,2.3263632,0.086,0.086,0.02322344,0.02322344,39.0153792
Elkhorn,herbicide,12,15,1989,0.1555,0.2975,0.075925985,0.277909625,466.88817,0.0405,0.0615,0.005150385,0.011876265,19.9521252,0.441,0.527,0.61067034,0.87206906,1465.076021
Elkhorn,herbicide,12,15,1990,0.3825,0.68,0.459401625,1.451936,2439.25248,0.0995,0.161,0.031086785,0.08139194,136.7384592,0.335,0.862,0.3523865,2.33315816,3919.705709
Elkhorn,herbicide,12,15,1991,0.5345,1.2145,0.897067385,4.631532185,7780.974071,0.1285,0.2895,0.051848465,0.263164185,442.1158308,0.5585,1.4205,0.979435865,6.335955585,10644.40538
Elkhorn,herbicide,12,15,1992,0.571,1.7855,1.02376874,10.01035219,16817.39168,0.1445,0.434,0.065563985,0.59143784,993.6155712,0.7475,2.168,1.754494625,14.75870336,24794.62164
Elkhorn,herbicide,12,15,1993,0.566,2.3515,1.00591784,17.36279407,29169.49404,0.1635,0.5975,0.083939265,1.120999625,1883.27937,0.6875,2.8555,1.484140625,25.60318399,43013.3491
Elkhorn,herbicide,12,15,1994,0.6865,3.038,1.479826265,28.98045416,48687.16299,0.166,0.7635,0.08652584,1.830407265,3075.084205,0.791,3.6465,1.96463834,41.75246147,70144.13527
Elkhorn,herbicide,12,15,1995,0.588,3.626,1.08563616,41.28433064,69357.67548,0.138,0.9015,0.05979816,2.551885065,4287.166909,0.817,4.4635,2.09591546,62.55769327,105096.9247
Elkhorn,herbicide,12,15,1996,0.41,4.036,0.527834,51.14838944,85929.29426,0.1245,1.026,0.048670785,3.30540264,5553.076435,0.634,5.0975,1.26214184,81.59134963,137073.4674
Elkhorn,herbicide,12,15,1997,0.524,4.56,0.86216864,65.291904,109690.3987,0.14,1.166,0.061544,4.26900584,7171.929811,0.646,5.7435,1.31037224,103.5816677,174017.2017
Elkhorn,herbicide,12,15,1998,0.434,4.994,0.59143784,78.31171304,131563.6779,0.165,1.331,0.0854865,5.56270154,9345.338587,0.583,6.3265,1.06725146,125.6772511,211137.7818
Elkhorn,herbicide,12,15,1999,0.421,5.415,0.55653674,92.0717865,154680.6013,0.214,1.545,0.14379944,7.4952585,12592.03428,0.6155,6.942,1.189558385,151.320883,254219.0834
Elkhorn,herbicide,12,15,2000,0.2845,5.6995,0.254152385,102.0007028,171361.1807,0.117,1.662,0.04298346,8.67344616,14571.38955,0.4945,7.4365,0.767824985,173.6468113,291726.643
Elkhorn,herbicide,12,15,2001,0.229,5.9285,0.16466474,110.3619325,185408.0466,0.1075,1.7695,0.036286625,9.831748985,16517.33829,0.358,7.7945,0.40243496,190.768283,320490.7154
Elkhorn,herbicide,12,15,2002,0.19,6.1185,0.113354,117.5491727,197482.6101,0.094,1.8635,0.02774504,10.90406527,18318.82965,0.331,8.1255,0.34402154,207.3145758,348288.4873
Elkhorn,herbicide,12,15,2003,0.1525,6.271,0.073024625,123.4818847,207449.5663,0.0645,1.928,0.013063185,11.67195776,19608.88904,0.22,8.3455,0.151976,218.6927426,367403.8076
Elkhorn,herbicide,12,15,2004,0.141,6.412,0.06242634,129.0971562,216883.2224,0.0525,1.9805,0.008654625,12.31627399,20691.3403,0.206,8.5515,0.13324904,229.6223981,385765.6288
Elkhorn,herbicide,12,15,2005,0.1185,6.5305,0.044092665,133.912931,224973.7241,0.0495,2.03,0.007693785,12.939626,21738.57168,0.185,8.7365,0.1074665,239.6649973,402637.1955
Elkhorn,herbicide,12,15,2006,0.0835,6.614,0.021892865,137.3592874,230763.6028,0.0155,2.0455,0.000754385,13.13798059,22071.80739,0.1395,8.876,0.061105185,247.3798006,415598.065
Elkhorn,herbicide,12,15,2007,0.101,6.715,0.03203114,141.5864465,237865.2301,0.0225,2.068,0.001589625,13.42859936,22560.04692,0.1125,8.9885,0.039740625,253.6904353,426199.9313
Elkhorn,herbicide,12,15,2008,0.0165,6.7315,0.000854865,142.2831097,239035.6243,0,2.068,0,13.42859936,22560.04692,0.075,9.0635,0.0176625,257.9416813,433342.0246
Elkhorn,herbicide,15,9,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhorn,herbicide,15,9,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhorn,herbicide,15,9,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhorn,herbicide,15,9,1991,0.112,0.112,0.03938816,0.03938816,66.1721088,0.0795,0.0795,0.019845585,0.019845585,33.3405828,0.1495,0.1495,0.070179785,0.070179785,117.9020388
Elkhorn,herbicide,15,9,1992,0.239,0.351,0.17935994,0.38685114,649.9099152,0.1015,0.181,0.032349065,0.10286954,172.8208272,0.3225,0.472,0.326579625,0.69954176,1175.230157
Elkhorn,herbicide,15,9,1993,0.2945,0.6455,0.272332985,1.308344585,2198.018903,0.07,0.251,0.015386,0.19782314,332.3428752,0.3845,0.8565,0.464218385,2.303479665,3869.845837
Elkhorn,herbicide,15,9,1994,0.3855,1.031,0.466636185,3.33769754,5607.331867,0.094,0.345,0.02774504,0.3737385,627.88068,0.4645,1.321,0.677487185,5.47942874,9205.440283
Elkhorn,herbicide,15,9,1995,0.4075,1.4385,0.521416625,6.497546265,10915.87773,0.066,0.411,0.01367784,0.53041194,891.0920592,0.51,1.831,0.816714,10.52704154,17685.42979
Elkhorn,herbicide,15,9,1996,0.3755,1.814,0.442740785,10.33247144,17358.55202,0.0715,0.4825,0.016052465,0.731011625,1228.09953,0.43,2.261,0.580586,16.05205994,26967.4607
Elkhorn,herbicide,15,9,1997,0.3215,2.1355,0.324557465,14.31953119,24056.8124,0.038,0.5205,0.00453416,0.850689585,1429.158503,0.3775,2.6385,0.447469625,21.85968227,36724.26621
Elkhorn,herbicide,15,9,1998,0.283,2.4185,0.25147946,18.36630667,30855.39521,0.078,0.5985,0.01910376,1.124755065,1889.588509,0.3475,2.986,0.379174625,27.99685544,47034.71714
Elkhorn,herbicide,15,9,1999,0.2665,2.685,0.223009865,22.6369665,38030.10372,0.028,0.6265,0.00246176,1.232457065,2070.527869,0.3085,3.2945,0.298840865,34.08071299,57255.59782
Elkhorn,herbicide,15,9,2000,0.246,2.931,0.19002024,26.97498954,45317.98243,0.0455,0.672,0.006500585,1.41797376,2382.195917,0.275,3.5695,0.2374625,40.00777699,67213.06534
Elkhorn,herbicide,15,9,2001,0.1995,3.1305,0.124972785,30.77209499,51697.11958,0.03,0.702,0.002826,1.54740456,2599.639661,0.2385,3.808,0.178610265,45.53271296,76494.95777
Elkhorn,herbicide,15,9,2002,0.216,3.3465,0.14649984,35.16505547,59077.29319,0.024,0.726,0.00180864,1.65501864,2780.431315,0.246,4.054,0.19002024,51.60563624,86697.46888
Elkhorn,herbicide,15,9,2003,0.1515,3.498,0.072070065,38.42105256,64547.3683,0.0305,0.7565,0.002920985,1.796997665,3018.956077,0.183,4.237,0.10515546,56.36981066,94701.28191
Elkhorn,herbicide,15,9,2004,0.1525,3.6505,0.073024625,41.84411179,70298.10781,0.0455,0.802,0.006500585,2.01966056,3393.029741,0.1905,4.4275,0.113951385,61.55265463,103408.4598
Elkhorn,herbicide,15,9,2005,0.1255,3.776,0.049455785,44.77067264,75214.73004,0.041,0.843,0.00527834,2.23143786,3748.815605,0.1695,4.597,0.090212985,66.35576426,111477.684
Elkhorn,herbicide,15,9,2006,0.131,3.907,0.05388554,47.93099786,80524.0764,0.0395,0.8825,0.004899185,2.445451625,4108.35873,0.1645,4.7615,0.084969185,71.18971027,119598.7133
Elkhorn,herbicide,15,9,2007,0.096,4.003,0.02893824,50.31538826,84529.85228,0.013,0.8955,0.00053066,2.518029585,4230.289703,0.1355,4.897,0.057651185,75.29911226,126502.5086
Elkhorn,herbicide,15,9,2008,0.106,4.109,0.03528104,53.01538634,89065.84905,0,0.8955,0,2.518029585,4230.289703,0.106,5.003,0.03528104,78.59422826,132038.3035
Elkhorn,herbicide,15,10,1988,0.204,0.204,0.13067424,0.13067424,219.5327232,0.022,0.022,0.00151976,0.00151976,2.5531968,0.226,0.226,0.16037864,0.16037864,269.4361152
Elkhorn,herbicide,15,10,1989,0.0535,0.2575,0.008987465,0.208201625,349.77873,0.019,0.041,0.00113354,0.00527834,8.8676112,0.068,0.294,0.01451936,0.27140904,455.9671872
Elkhorn,herbicide,15,10,1990,0.2155,0.473,0.145822385,0.70250906,1180.215221,0.0685,0.1095,0.014733665,0.037649385,63.2509668,0.284,0.578,0.25325984,1.04902376,1762.359917
Elkhorn,herbicide,15,10,1991,0.411,0.884,0.53041194,2.45377184,4122.336691,0.1085,0.218,0.036964865,0.14922536,250.6986048,0.5195,1.0975,0.847423985,3.782149625,6354.01137
Elkhorn,herbicide,15,10,1992,0.392,1.276,0.48250496,5.11247264,8588.954035,0.0425,0.2605,0.005671625,0.213081185,357.9763908,0.434,1.5315,0.59143784,7.364845665,12372.94072
Elkhorn,herbicide,15,10,1993,0.402,1.678,0.50743656,8.84124776,14853.29624,0.066,0.3265,0.01367784,0.334731065,562.3481892,0.468,1.9995,0.68773536,12.55372079,21090.25093
Elkhorn,herbicide,15,10,1994,0.568,2.246,1.01303936,15.83978024,26610.8308,0.0755,0.402,0.017898785,0.50743656,852.4934208,0.6435,2.643,1.300249665,21.93430986,36849.64056
Elkhorn,herbicide,15,10,1995,0.554,2.8,0.96371624,24.6176,41357.568,0.084,0.486,0.02215584,0.74165544,1245.981139,0.638,3.281,1.27811816,33.80197754,56787.32227
Elkhorn,herbicide,15,10,1996,0.5495,3.3495,0.948123785,35.22813179,59183.26141,0.09,0.576,0.025434,1.04177664,1750.184755,0.6395,3.9205,1.284135185,48.26280559,81081.51339
Elkhorn,herbicide,15,10,1997,0.417,3.7665,0.54601146,44.54567987,74836.74218,0.145,0.721,0.0660185,1.63230074,2742.265243,0.562,4.4825,0.99175016,63.09141163,105993.5715
Elkhorn,herbicide,15,10,1998,0.468,4.2345,0.68773536,56.30330939,94589.55978,0.079,0.8,0.01959674,2.0096,3376.128,0.547,5.0295,0.93951626,79.42903259,133440.7748
Elkhorn,herbicide,15,10,1999,0.344,4.5785,0.37157504,65.82275947,110582.2359,0.1025,0.9025,0.032989625,2.557549625,4296.68337,0.446,5.4755,0.62459624,94.14065479,158156.3
Elkhorn,herbicide,15,10,2000,0.4175,4.996,0.547321625,78.37445024,131669.0764,0.0765,0.979,0.018376065,3.00950474,5055.967963,0.494,5.9695,0.76627304,111.893681,187981.3841
Elkhorn,herbicide,15,10,2001,0.242,5.238,0.18389096,86.15106216,144733.7844,0.089,1.068,0.02487194,3.58155936,6017.019725,0.3305,6.3,0.342982985,124.6266,209372.688
Elkhorn,herbicide,15,10,2002,0.249,5.487,0.19468314,94.53651066,158821.3379,0.082,1.15,0.02111336,4.15265,6976.452,0.3305,6.6305,0.342982985,138.045485,231916.4148
Elkhorn,herbicide,15,10,2003,0.2305,5.7175,0.166828985,102.6459916,172445.2659,0.1135,1.2635,0.040450265,5.012797265,8421.499405,0.3435,6.974,0.370495665,152.7191626,256568.1932
Elkhorn,herbicide,15,10,2004,0.2355,5.953,0.174145185,111.2759763,186943.6402,0.021,1.2845,0.00138474,5.180812385,8703.764807,0.2565,7.2305,0.206587665,164.159609,275788.1431
Elkhorn,herbicide,15,10,2005,0.185,6.138,0.1074665,118.2996382,198743.3922,0.03,1.3145,0.002826,5.425638185,9115.072151,0.2145,7.445,0.144472185,174.0439985,292393.9175
Elkhorn,herbicide,15,10,2006,0.146,6.284,0.06693224,123.9943798,208310.5581,0.0395,1.354,0.004899185,5.75661224,9671.108563,0.1855,7.6305,0.108048185,182.825025,307146.042
Elkhorn,herbicide,15,10,2007,0.1075,6.3915,0.036286625,128.2729949,215498.6314,0.0195,1.3735,0.001193985,5.923617065,9951.676669,0.1265,7.757,0.050247065,188.9370939,317414.3178
Elkhorn,herbicide,15,10,2008,0.1185,6.51,0.044092665,133.073514,223563.5035,0.01,1.3835,0.000314,6.010186865,10097.11393,0.128,7.885,0.05144576,195.2239265,327976.1965
Elkhorn,herbicide,15,16,1988,0.13,0.13,0.053066,0.053066,89.15088,0.0385,0.0385,0.004654265,0.004654265,7.8191652,0.168,0.168,0.08862336,0.08862336,148.8872448
